,page,raw_data
10,CoachingDot,"
4月16日
  ·
每次想起這件事，都提醒我不斷檢視和釐清目標的重要性
"
11,CoachingDot,"
4月16日
  ·
教練隨筆
行邊條路？
教練啟導的特色之一，是以提問貫穿整個對話。還記得五年前首次經歷教練啟導，我不斷跟教練（即本社企創辦人之一）研究它每條問題的邏輯，目的和效果，後來被他評為“哲學家客戶”。幾年過去，我倆已成了同行。有一次，我在提供教練啟導後，如常向客戶聽取評價，他的回應竟然是：如果下次你能先解釋一下為何你這樣問⋯⋯ 查看更多
讚好
回應
分享
"
12,CoachingDot,"
4月16日
  ·
教練隨筆
行邊條路？
教練啟導的特色之一，是以提問貫穿整個對話。還記得五年前首次經歷教練啟導，我不斷跟教練（即本社企創辦人之一）研究它每條問題的邏輯，目的和效果，後來被他評為“哲學家客戶”。幾年過去，我倆已成了同行。有一次，我在提供教練啟導後，如常向客戶聽取評價，他的回應竟然是：如果下次你能先解釋一下為何你這樣問，也許好些。
難道山水有相逢，我也遇到另一名“哲學家”？由於這是橫跨數月的系列啟導，為免妨礙往後的進展，我決定問個究竟。原來他並非對我的提問方式有意見，甚至不是什麼“哲學家”，而是由於對教練啟導過程的好奇，很想知道我會通過每條問題把它帶到一個什麼境界，並且更好預備他自己去迎接可能出現的思想衝擊和突破。
我十分欣賞這位客戶對教練啟導擁有如此開放及期待的態度，及後我調整了提問方式，啟導過程的後續發展也事半功倍。這件小事提醒我，在啟導初期確立清晰目標固然非常重要，但也不應忽略過程中每一小步對客戶的影響。教練需要清楚他的每一步是否走對，必要時和客戶確認當前的位置（check in）。正如各位乘的士過海，司機一般都會問你“行邊條隧道？”這樣才不會浪費時間，不會用一些客戶無所適從的思考或行動模式。這樣才能做到真正的“為客戶而啟導”的境界。
睿知教練
#提問 #教練 #哲學家 #睿知教練 #CoachMerrick
8
8
5次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
13,CoachingDot,"
4月15日
  ·
什麼是 Coaching?
潛能，是由教練激發
#coaching #教練 #教練學 #潛能 #激發潛能
5
5
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
14,CoachingDot,"
4月14日
  ·
【有關視障人士的迷思】
【出行篇】
【工具介紹】
這是白杖，是視障人士出行時的輔助工具。它能夠協助視障人士探測路面情況，如探測障礙物及路面凹凸情況等。
白色的設計令手杖在光線不足的環境下也很顯眼，方便駕駛人士察覺和識別。白杖可以讓視障人士獨立出行，避免只依賴他人領路。
資料來源：
《睇」育學院︳白杖哥哥白杖姐姐—領路法篇》香港失明人協進會
《視障知多少》香港失明人協進會
圖片來自網上 
#視障人士 #傷健共融 #迷思 #白杖  #視障人士出行
5
5
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
15,CoachingDot,"
4月13日
  ·
心靈雞湯
把臉一直迎向陽光，這樣就不會看到陰影
#心靈雞湯 #停一停 #思考
4
4
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
16,CoachingDot,"
4月12日
  ·
教練隨筆
《成長》——TFHK反思文章(下)
繼上一篇文章分享了和TFHK兩名受啟導者的教練對話，今日我會分享他們在對話後有怎樣的轉變。⋯⋯ 查看更多
2
2
1 個回應
1 次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Catherine Chow
豪仔教練，你越來越有教練味道了
讚好
 · 回覆 · 16星期
"
17,CoachingDot,"
4月10日
  ·
聽見盲點：
視障人士看見的事物固然比視力健全者為少，但他們又能讓你發現自己的盲點嗎？
若想這個夢想成真，請即讚好The Dot Wave計劃的短片，讓視障人士成為啟導他人的生命教練！
話說回來，數年前，仍是教練初哥，我邀請相識十載的中學同學為實習對象。那時，他己是中學的數學老師，為人亦認真勤奮。他欲處理的難題竟是課外活動的財務報告時有出錯，引起學校行政之不便。⋯⋯ 查看更多
YOUTUBE.COM
The DOT Wave - by 2021 Holman Prize Candidate Issac Kwong
The Dot Wave project’s purpose is to improve quality of life for the visually impaired. The project involves training the visually impaired with professiona...
1
1
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
18,CoachingDot,"
4月9日
  ·
教練隨筆
《成長》——TFHK反思文章(上)
完成了TFHK兩名受啟導者的教練對話，實在有點不捨，雖然只是四次教練對話，但一份互信讓我們的關係由coach和coachee，變成了互信的朋友，，這份關係帶來的不單是啟導過程中的發現和啟發，更多的是雙方的成長，而這些成長將會讓我們持續發展，成就更好的我們！
在計劃開始時的chemistry matching，自己已用了coaching conversation的方式進行，儘管五個約定了的參與者裡，只有四名TFHK會員聯絡了我，從當中第一個對話的經驗，我便發現自己的親和力還不夠，自己便開始調整。心中明白，儘管自己對coaching有一定的信心，過於直接的提問方式仍會讓人覺得不安全，這已經破壞了安全舒服的對話空間。所以，在第一次的配對後，我嘗試調整提問方式。儘管四人中只有兩人選擇了我作為其教練，我也因而有點失望。但我也學習到如何跟潛在對象進行配對的技巧，親和力和專業形象或需一個平衡，在配對期間，，親和力甚至更為重要，否則，潛在對象只會感到抗拒。
和兩位coaching後，會有怎樣的轉變呢？留待下次分享，待續.......
豪仔教練
#張賜豪教練 #豪仔教練 #IACCertifiedMasteriesCoach #生命教練 #目標教練
4
4
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
19,CoachingDot,"
4月8日
  ·
什麼是Coaching?
教練需要清空自己，讓心歸零，聆聽你的心聲
#coaching #聆聽
4
4
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
20,CoachingDot,"
4月7日
  ·
【溝通篇】
［電子通訊］
迷思二：視障人士能使用社交軟件嗎？
透過智能手機裏的讀屏功能(如 ios嘅VoiceOver, Android 嘅 Talkback), 視障人士可以聽到屏幕上顯示嘅文字，可以使用Whatsapp, Facebook 等軟件，亦可以使用語音轉文字嘅功能回覆，仲可以打到emoji添。
資料來源：
《如何與視障人士溝通》香港盲人輔導會
《語音朗讀文字圖片 打破視障 手機「看」世界》明報
＃視障人士 ＃傷建共融 ＃迷思 ＃溝通 ＃視障人士溝通
2
2
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
21,CoachingDot,"
4月6日
  ·
心靈雞湯
成長不是改變自己，而是要不斷完善自己。
#心靈雞湯 #停一停 #思考
4
4
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
22,CoachingDot,"
4月5日
  ·
創辦人隨筆
我很慶幸自己當初接觸了教練學，教練學對我而言，不單是工作需要的技巧，更是我在生活中經常應用的一套思維模式。有時當我們遇到困難時，心情難免起伏，激動的心情會影響思緒，會彷徨無措，大腦一片空白，甚至可能會在衝動下做出令自己後悔的事情。教練學當中「停、聽、問」的概念，或者聽起來簡單，實際上要懂得停下腳步，控制情緒，反思自己並非易事。當局者迷，看清自己的行為、心理、位置，才是打破困局的關鍵。
成為教練的多年經驗，我能夠將反思融入生活當中。在反思的過程中，我會問自己不同的問題，去釐清自己的想法，清楚自己在做什麼，看見自身的不足與長處。例如，什麼行為恰當，什麼不恰當？自己在做什麼，目的為何？他人對我的行動為什麼會有這樣的反應？我的行動會對他人造成什麼影響？
對自己的發問可以令我對四周的環境變得更敏銳，減少出錯或後悔的機會，做事亦更客觀。⋯⋯ 查看更多
4
4
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
23,CoachingDot,"
4月3日
  ·
這麼遠，那麼近  30分鐘內，素未謀面的大男人，就在眼前啜泣起來，對於初為教練的我，實在震憾。那次，剛完成課程，走出班房，參與名為教練咖啡室的義務啟導。雖忘了他是自己第幾位實習的coachee，卻忘不了他那份坦誠和信任。從工作親子，談到夫妻關係，他談到內心痛處。。。經驗尚淺，我一時也不懂回應，只會傾心聆聽，並認同其感受。  曾有人說，專注聆聽，也是一種療癒。那一刻，我才深切體會，同時，我更肯定教練乃自己渴想的事業之一。   今天，我深信，更多視障人士可以做得比我更好，成為啟導他人的教練。你盼望更多視障人士能善用一雙耳，一顆心，讓更多人認識自己，發揮才能嗎？ 請點擊讚好，並留言分享，讓我們透過Holman prize的資助，培訓新一批視障教練。 
 #Holmanparize #coaching #視障人士就業 #助人自助 #生命教練 #鄺頌安
https://youtu.be/LHh2sKb3ae0
YOUTUBE.COM
The DOT Wave - by 2021 Holman Prize Candidate Issac Kwong
The Dot Wave project’s purpose is to improve quality of life for the visually impaired. The project involves training the visually impaired with professiona...
1
1
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
24,CoachingDot,"
4月2日
  ·
創辦人日誌
【你生命中最大的強項，可能正是你當前的絆腳石】
作為一位教練，其中一種工作便是協助客戶發掘一己的強項，並且加以發揮，讓其盡展所長。知道自己的強項當然是一件好事，皆因你可以按著自己的強項，在合適的工作或興趣上，加以發揮。能夠活出一己的強項當然是一樁美事，然而你有沒有想過，當強項被過度認同或運用時，那就可能是另一回事了？⋯⋯ 查看更多
17
17
7次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
25,CoachingDot,"
4月1日
  ·
什麼是Coaching?
在對話中建立你的信念
#coaching #信念 #believe #對話 #教練 #教練對話
5
5
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
26,CoachingDot,"
4月1日
  ·
什麼是Coaching?
在對話中建立你的信念
#coaching #信念 #believe #對話 #教練 #教練對話
5
5
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
27,CoachingDot,"
3月31日
  ·
【溝通篇】
【面對面溝通】
迷思一：點樣同視像人士對話？有咩要注意？
交談間，盡量避免用身體語言表達意思（e. g. 手勢、表情等），可以多使用具體嘅形容詞作描述，令信息更清晰。
資料來源：
《如何與視障人士溝通》香港盲人輔導會
《語音朗讀文字圖片 打破視障 手機「看」世界》明報
＃視障人士 ＃傷建共融 ＃迷思 ＃溝通 ＃視障人士溝通
3
3
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
28,CoachingDot,"
3月30日
  ·
心靈雞湯
所有看似美好的，都經歷著不美好
#心靈雞湯 #停一停 #思考
7
7
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
29,CoachingDot,"
3月29日
  ·
創辦人隨筆：
教練啟導～清晰帶來力量(Clarity give power)
想避免因羊群效應而一窩蜂盲跟的情況出現，可以先讓自己停一停，透過提問去分析及釐清一下思路，便能夠看清方向並做出正確選擇。
我的媽媽是優先接種疫苗的群組，並可和弟弟一起接種。當媽媽預約接種日期後，香港便開始出現嚴重副作用的個案。於是我致電媽媽，用教練學的模式，向她問了４條問題：
１）看到接種疫苗有不好的情況出現了，對你有什麼影響？
２）你身邊的朋友和弟弟有什麼想法或意見？
３）你現在打算怎樣?
４）有什麼你可以做，能夠令到你會更放心？ 
最終，發現當媽媽透過回答問題去整理思路後，她非常清楚自己正在做什麼，無須太在意他人的想法及做法，只需每日維持住血壓穩定，並把病史準備好，讓醫護人員知道自己現時身體的狀況，更可帶同正在服用的藥物給醫護參考，醫護人員看到後，也即時稱讚媽媽把資料準備得十分充足。
我透過這件事情，可以看到，只要有合適的提問，就能清晰眼前的狀況，讓自己做足準備、信心十足。
停一停， 問兩問，
想多想， 更穩陣。
社企創辦人
Alic Koon
#停一停 #疫苗 #接種疫苗 #教練學 #發問 #啟導 #發問技巧 #coaching #準備
#
8
8
4次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
30,CoachingDot,"
3月27日
  ·
請大家幫忙分享，及直接在YouTube 裡按like。
我們有熱誠，我們有計劃，我們有機會，我們只欠你的一個“Like”
請支持，我們視障教練參加Holman Prize 的計劃，獲選後可得到$25000美元，來讓我們實踐計劃，回饋社會，以生命影響生命，如漣漪般，把生命力擴散開去。⋯⋯ 查看更多
YOUTUBE.COM
The DOT Wave - by 2021 Holman Prize Candidate Issac Kwong
The Dot Wave project’s purpose is to improve quality of life for the visually impaired. The project involves training the visually impaired with professiona...
34
34
4個回應
10次分享
讚好
回應
分享
4個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
作者
"
31,CoachingDot,"
金謝謝你呀
讚好
 · 回覆 · 18星期
檢視另3則回應
"
32,CoachingDot,"
3月26日
  ·
創辦人日誌：
各盡所能，建立信任
聚得開心，食得放心
香港人仍然是高質素⋯⋯ 查看更多
4
4
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
33,CoachingDot,"
3月25日
  ·
什麼是Coaching?
讓你看見無限可能
#coaching #突破 #可能性 #機會
1
1
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
34,CoachingDot,"
3月25日
  ·
什麼是Coaching?
讓你看見無限可能
#coaching #突破 #可能性 #機會
1
1
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
35,CoachingDot,"
3月24日
  ·
【溝通篇】
【面對面溝通】
迷思一：點樣同視像人士對話？有咩要注意？
每個視障人士都有不同的性格、習慣，唔能夠一本通書走天下，溝通方式亦會各有不同，以下有一啲小貼士。好多人一開始同視障人士講嘢嘅時候以為可能大聲啲佢地會清楚啲，但其實只要用番同平時對話嘅聲量就可以啦。同佢講野之前，可以先嗌佢地個名再表明身份，等佢地知道你同佢地講緊野同埋你係邊個。如果唔知名，可以輕拍佢膊頭。
資料來源：
《如何與視障人士溝通》香港盲人輔導會
《語音朗讀文字圖片 打破視障 手機「看」世界》明報
＃視障人士 ＃傷建共融 ＃迷思 ＃溝通 ＃視障人士溝通
2
2
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
36,CoachingDot,"
3月23日
  ·
心靈雞湯
我只看我擁有，不看我沒有的
 #心靈雞湯 #停一停 #思考
5
5
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
37,CoachingDot,"
3月22日
  ·
【實習生學習手記 - 提問】
上星期六晚和實習生們討論社交媒體的策略及方向，這次會議和過往的形式不同，一反過去的 Brainstorming 腦力激盪做法。過去，大家總會想出很多不同的點子，做做這個，試試那個，構思了不同的內容，這種做法雖然可讓大家找點事情做，但有時可能是找不著重點，把精力花在錯誤的方向上，虛忙一場。
於是，我們決定來一個新的嘗試，給大家一個情景扮演(Role Play)。今次，我飾演一間公司的老闆，實習生們扮演不同廣告公司的市場推廣精英，但這次，他們並不容許推銷任何推廣方案，而只能做一件事情：「提問」。
我要求他們輪流向我「發問」，用問題助我這個迷惘的客戶釐清一些想法，一些思路，讓我思考自己到底需要什麼？
這次，他們討論得很熱烈，學習氣氛濃厚但輕鬆，他們分組討論並設計了不少問題，逐一向我提問，我也一一回答，在回答的過程中，有位同學突然提出一條有趣的問題：「是什麼令你堅持現在正在做的事？」，這條問題把我推向片刻的沉思，也讓我呆了一下，皆因我不曾問過自己這樣的問題；然而這條問題真的很有意思，因為它讓我重新連結自己的「熱情」，讓我明白自己為什麼而活，為什麼願意付出這樣的努力，這條看似簡單的提問，卻無意中重燃我內心的那團火。
這場提問大會很有意思，讓我們釐清自己到底為什麼而活？雖然實習生們並不曾受過教練學的培訓，但他們很聰明，懂得把我即場教他們的東西，運用到我身上，解決我的問題，讓我行多了很多步。
這場對話之後，我發現自己思考變得清晰，整個人也充滿動力。原來教練學的體驗真的千變萬化，那怕只是一個簡單的提問，它隨時可以化腐朽為神奇。這次情景模擬學習，實習生們不單體驗了教練提問的力量，更讓同學們體會到，很多時候，原來自己在進行一些事情之前，只懂按一己的習慣，問自己：「點樣做？幾時做？但從來很少問自己為什麼而做？」
懂得提問不單是一種藝術，它更加是重要的溝通及思考技能，一個有力的提問，隨時為我們打開另一片天地，你想體會一下嗎？
Patrick 教練隨筆
#有效溝通 #教練學 #提問技巧 #發問的藝術 #coaching
2
2
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
38,CoachingDot,"
3月22日
  ·
創辦人隨筆
我感覺到與幾位視障教練一起合作時，在整個過程中探索了不少的可能性。由社企在幼稚園內做訓練，到現在，我們找到了重心，倡導以教練學的溝通模式，與家長探索「身教」的教育模式，鼓勵他們運用教練學的「停，聽，問」來與小朋友溝通。當家長好多時遇到小朋友叫極都唔聽，講極都唔應時，家長常常會忍不住發脾氣。
這時候，教練學上的「停」好重要。幫人去停一停思考, 靜一靜… 這是每一個人都需要的，學習靜下來思考決定下一步，比急於回應、急於解決事情而得出來的結果會更理想。
當家長發現自己似在解決事情多過與小朋友相處時，就是要掌握「停、聽、問」的時候了。
我樂於終身學習，以耐性、平靜的心境去培育小朋友，與他們相處。
我對這個項目十分有期待，希望能把這計劃更加深化地伸延，接觸更加多家庭，與他們多作分享。
C DOT 創辦人
Catherine Chow
#coaching #家長 #溝通 #身教 #幼稚園
6
6
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
39,CoachingDot,"
3月20日
  ·
90秒的夢
你願意停下90秒，聽聽視障人士的夢嗎？
這個夢需要一年去實現，而第一步，就是需要你的點讚、留言和分享！
近日申請Homan Prize，先要提交90秒短片，介紹計劃目的和理念。撰稿、修改、背誦，才發現分秒必爭之下，取捨確是困難！⋯⋯ 查看更多
9
9
7次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
40,CoachingDot,"
3月19日
  ·
創辦人日誌
在第一次社企的退修營，我們同一班剛畢業的視障教練一起探索社企將來的路向，計劃他們成為專業教練後，他們可有的發展和工作取向。而我們社企的名字”ＤＯＴ” 就是一位視障教練當時在小組中提議的。經討論後，我們就演繹為:
Dot，字面是一個 “小圓點” 。
D - Diversity(多元化) ; ⋯⋯ 查看更多
18
18
2個回應
6次分享
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Chung On Kwong
我也10分欣賞。from 教練頌安
讚好
 · 回覆 · 20星期
查看另 1 則回應"
41,CoachingDot,"
3月18日
  ·
什麼是Coaching? 
當你感到安全時，自然便會盡訴心情......
#coaching #安全 #安全感 #溝通 #傾心事
1
1
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
42,CoachingDot,"
3月17日
  ·
迷思系列  聘請篇
迷思三: 
視障人士身體容易出毛病，會成日請病假！
Caption 部分提及過視障人士難以搵到工作，所以其實大部分視障人士都好珍惜工作嘅機會，並唔會輕易請病假 
希望破解咗呢啲迷思之後，大家都可以減少對佢哋嘅誤解，更願意聘請視障人士，做到傷建共融之餘，亦可以令視障人士充分發揮到佢哋嘅才能，貢獻社會。
資料來源：
香港視障人士就業情況研究報告 2018 https://www.hkbu.org.hk/....../Past-stances......
香港盲人輔導會職業支援及發展中心 簡介
https://www.hksb.org.hk/tc/service/69992//
香港經濟日報：90後男生遺傳病發視力僅餘2%　當上外展社工：「用心」比「用眼」更重要
https://topick.hket.com/....../90%E5%BE%8C%E7%94%B7%E7......
有線新聞 i-Cable News小事大意義：【舞視障B-BOY】
https://www.facebook.com/icablenews/posts/1467279626797434
香港01：視障人士失業率近兩成　僱主低估工作能力　甚至以為不懂打電話
https://www.hk01.com/....../%E8%A6%96%E9%9A%9C%E4%BA......
香港盲人輔導會視障人士生活趣味小百科3：如果聘請視障人士， 需要改裝辦公室嗎?
https://www.hksb.org.hk/upload/media/file/視障人士生活趣味小百科3_2155.pdf
社聯頻道《星期四脈搏》視障人士就業選擇少
https://www.youtube.com/watch?v=GCbRIahrd2Y
#視障人士就業困難 #聘請視障人士的迷思 #傷建共融
5
5
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
43,CoachingDot,"
3月16日
  ·
心靈雞湯
只要路是對的，就不怕路遠
#心靈雞湯 #停一停 #思考
3
3
1 個回應
1 次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Catherine Chow
遠的路，可以走一輩子。教練人生，人生教練。
讚好
 · 回覆 · 20星期
"
44,CoachingDot,"
3月15日
  ·
教練隨筆
白紙的啟示：
一張紙、一顆心、一雙手，簡簡單單的遊戲，卻讓家長深刻體會想法之不同和聆聽的重要？日前，我們幾位教練再次到訪潔心幼稚園，跟20多位家長進行品德身教工作坊。活動之一就是家長按照指示，在紙上撕出不同圖案。各人聽見的指示全然相同，製成品卻千奇百趣、差異甚巨。
「何解？」當晚，家長都十分投入，並樂意回應。因此，在教練的提問下，好些家長便明白到，孩子和自己的想法大有不同，而正因如此，他們也曉得「停下來、聽真點」之重要。
相信這是好開始，盼望接下來的幾節實體和線上工作坊，我們能與家長一起學習，攜手發現更多有效的身教方法。
安仔教練
#親子教練 #親子溝通 #品德成長 #自我覺察 #ParentalCoaching #coaching
4
4
4次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
45,CoachingDot,"
3月12日
  ·
教練日誌
近來我和一眾教練在幼稚園舉辦了數場家長講座，內容主要圍繞如何促進及改善親子溝通。我很高興幾場講座均有不少家長參與，而且很多家庭都是父母一同出席，可以感覺到有現時的家長很重視親子溝通，亦更在乎子女的感受。
在過往傳統的家庭教育方式中，很多時家長主導了孩子的成長路向，在孩子年幼時替其作出各種選擇，希望可以為子女鋪一條「最好」的出路。但其實，人生很難說清楚什麼是最好，或許只有最合適。我們鼓勵家長從子女幼兒起便要多溝通，了解子女的想法、性格等，讓孩子從小參與自己的成長計劃，例如選擇自己喜歡的課外活動、一同製作生活時間表等，鼓勵子女多嘗試新事物，勇於自己去下不同的決定，而家長亦可以給他們更多正面的回應及獎勵，增強孩子的自信，這樣有助孩子變得更獨立。
除了放手讓孩子做更多決定外，聆聽也是親子溝通的關鍵。在講座內，為了讓家長學習聆聽及感受聆聽的重要性，教練們與幾位家長進行了對話，有家長對話後表示情緒得到紓解，被人聆聽的時候亦有種得到支援的感覺。同樣地，家長對子女的聆聽有助疏導孩子的情緒，亦能給子女一份力量。在數場講座後，我很高興能與一眾家長交流，而家長們對孩子的關愛也為我帶來一份正能量。
安仔教練
#親子教練 #親子溝通 #品德成長 #自我覺察
#parental_coaching
#coaching
3
3
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
46,CoachingDot,"
3月11日
  ·
什麼是Coaching ?
從回應中可以看見另一個自己
#coaching #回應 #鏡子
3
3
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
