,page,raw_data
10,HKNPIS,"
7月3日
  ·
大家一齊重溫今晚ViuTV99台的「#運動有團伙」
節目第一集第二節有猛龍長跑隊訪問！
仲有猛龍隊創辦人Kim與領跑員𝕍𝕖𝕣𝕠𝕟𝕚𝕔𝕒的故事！
https://viu.tv/encore/an-athlete-team
為方便大家隨時⋯⋯ 查看更多
VIU.TV
ViuTV－免費電視99台
即時重溫ViuTV最新節目，觀看99台同步直播，熱播內容包括真人實況娛樂、晚吹清談系列、創新實驗電視、自製及外購劇集、動畫、綜藝娛樂、旅遊飲食、生活資訊、新聞財經及兒童節目，24小時為港人提供多元化電視娛樂真選擇...
17
17
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
11,HKNPIS,"
6月29日
  ·
「正向人生生命教育分享會」現正接受全港九小學、中學或機構報名！
本會舉辦的「正向人生生命教育分享會」，是唯一一個同時由視障及聽障嘉賓分享生命奮鬥故事的分享會。
我們走訪不同學校及機構，由這些生命鬥士講述他們縱然身體上有缺陷，人生卻是沒有遺憾的。我們深信：視障人士失去視力，但絕不可失去視野；聽障人士失去聽力，但絕不可失去毅力。生命鬥士們與自己的殘疾共生共存，放下遺憾，努力克服殘疾帶來的各種不便，重新出發，追求豐盛充實的人生。⋯⋯ 查看更多
立即撥號
83
83
3個回應
43次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Sympa Yip
各位，加油呀
讚好
 · 回覆 · 4星期
檢視另2則回應"
12,HKNPIS,"
7月3日
  ·
大家一齊重溫今晚ViuTV99台的「#運動有團伙」
節目第一集第二節有猛龍長跑隊訪問！
仲有猛龍隊創辦人Kim與領跑員𝕍𝕖𝕣𝕠𝕟𝕚𝕔𝕒的故事！
https://viu.tv/encore/an-athlete-team
為方便大家隨時支持，本會現已新增設網上捐款方式，捐款港幣100元以上可申請收據作退稅用途。
捐款請到：https://inclusive.org.hk/donate
VIU.TV
ViuTV－免費電視99台
即時重溫ViuTV最新節目，觀看99台同步直播，熱播內容包括真人實況娛樂、晚吹清談系列、創新實驗電視、自製及外購劇集、動畫、綜藝娛樂、旅遊飲食、生活資訊、新聞財經及兒童節目，24小時為港人提供多元化電視娛樂真選擇...
17
17
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
13,HKNPIS,"
6月29日
  ·
「正向人生生命教育分享會」現正接受全港九小學、中學或機構報名！
本會舉辦的「正向人生生命教育分享會」，是唯一一個同時由視障及聽障嘉賓分享生命奮鬥故事的分享會。
我們走訪不同學校及機構，由這些生命鬥士講述他們縱然身體上有缺陷，人生卻是沒有遺憾的。我們深信：視障人士失去視力，但絕不可失去視野；聽障人士失去聽力，但絕不可失去毅力。生命鬥士們與自己的殘疾共生共存，放下遺憾，努力克服殘疾帶來的各種不便，重新出發，追求豐盛充實的人生。
我們希望青少年和市民大眾可以從生命鬥士的故事中，感受到他們對生命的期盼和熱愛，與他們互相鼓勵，激發正能量！
我們現正接受全港九小學、中學或機構報名！
如果有查詢，歡迎致電2251 9334 (樊小姐)  
#正向人生 #生命教育 #分享會 #學校分享 
#Schooltalk #生命鬥士 #克服殘疾 #正能量 #Schoolsharing
#Hknpis #機構 #小學 #中學 #傷健共融
立即撥號
83
83
3個回應
43次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Sympa Yip
各位，加油呀
1
讚好
 · 回覆 · 4星期
檢視另2則回應
"
14,HKNPIS,"
6月25日
  ·
猛龍聽障隊員許小麟的分享
[賽馬會社區持續抗逆基金 - 聾人/聽障奧運之路]
唔講唔知，我地平日講的廣東話、英語、日語，原來在聾人世界入面，每個國家都有自己的一套手語，接住落黎一齊睇下香港聾人體育總會足球隊代表許小麟在國際賽事怎樣跟外國聾人交流啦~
#賽馬會社區持續抗逆基金聾人聽障奧運之路
#香港賽馬會慈善信託基金
#香港聾人體育總會 #HKSAD 
#許小麟 #聾奧 #聽奧 #聾人奧林匹克運動會 #聽障奧林匹克運動會 #運動教學 #側臥平板撑 #手語 #國際手語 #聾人 #聽障 #聽障足球 #香港聽障代表隊 #聽障運動員
YOUTUBE.COM
[賽馬會社區持續抗逆基金 - 聾人/聽障奧運之路 ] 運動員：許小麟 (運動教學：側臥平板撑 及 國際賽事我哋點同外國聾人交流？ 分享個人比賽經驗)
20
20
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
15,HKNPIS,"
6月22日
  ·
「賽馬會殘障家長子女支援計劃2.0」招募新家庭加入
「賽馬會殘障家長子女支援計劃」是一個社會上的先導計劃，目標是輔助殘障家長照顧健全子女的學習和成長需要，以及促進殘障家長與子女之間的溝通。計劃亦會協助殘障家長及子女建立自信心，讓殘障家庭勇於參與社區活動，實踐傷健共融。
計劃內容包括：
1. 功課及個人成長輔導服務
殘障家長之健全子女會獲配對一名「聰明使者」作為師友，每月上門提供4節，每節2小時的功課及個人成長輔導，為學生解答功課疑難之餘，師友亦可與學生分享個人成長經歷。
2. 體驗式學習活動
計劃將為參與家庭安排一系列體驗式學習活動，包括：
- 家長： 正向家長工作坊、心理戲劇工作坊、互助興趣小組等
- 子女： 青少年體驗活動、情緒社交小組、運動及戶外參觀、義工活動等
- 親子： 親子互動劇場、戶外體驗活動等
計劃推行至今，已經幫助了不少殘障家長以及他們的子女。而計劃即將踏入第二年，我們現正招募新的殘障家庭加入，申請者必須合符以下所有資格：
- 殘障家長及其健全子女組成的家庭
- 家長殘障類別：視障、聽障、精神病康復、肢體傷殘
- 家長必須持有有效的殘疾人士登記證，如屬精神病康復類別，需提供殘疾證或2021年的覆診紙
- 健全子女現正於香港的主流學校就讀小一至中六
假如你身邊有殘障家庭合符以上資格而又有興趣參加計劃的話，可於2021年7月1日前聯絡周小姐(2251 9334)查詢。每個合資格申請之家庭，將有職員聯絡以及進行家訪面試，面試成功才可以正式加入計劃。
"
16,HKNPIS,"
"
17,HKNPIS," 是服務本港殘疾朋友的本地註冊非牟利機構 成立宗旨： 推動傷健共融，提倡無障礙社會環境和增強官商民協作 本會使命： 平等貢獻，傷健共融
WhatsApp
58
58
12次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
18,HKNPIS,"
6月22日
  ·
傷健綜合藝術團之「沙畫及魔術表演」
由羅騰祥慈善基金贊助的沙畫初階班和魔術班剛剛畢業，就有機會到位於中環的「金杜律師事務所」為一班律師哥哥姐姐及其他職員作演出，一眾團員事前都感到無比興奮，又緊張萬分！
沙畫班及魔術班的團員包括視障人士、聽障人士、來自殘障家庭的健全子女以及義工，他們於短短8堂的課程中互相幫助、勉勵，在藝術裡發揮傷健共融的精神，令人十分感動。
沙畫的表演主題是《用心看世界》，團員們合作無間，以流動的沙畫出一年四季的景致，帶出就算看不到或聽不到，只要用心，世界的美仍然能被我們感受得到。表演獲得全場觀眾一致讚賞，掌聲雷動。
魔術表演則由一對對的傷健組合或家庭組合帶出，當中來自聾人家庭、年紀小小的兩兄弟幽默感十足，自創的對白引得哄堂大笑；健視丈夫和視障太太的表演既歡樂又溫馨。而任職兒科副顧問醫生的團員「大夫」，則與我們分享他從百忙之中抽空學習魔術，原是為了能為病童帶來歡樂，但經過一連串課堂，他發現原來殘障人士的藝術潛能也很高，彼此都有值得對方學習的地方，為魔術帶來了更深遠的意義。
團員們在台上賣力演出，台下的觀眾們落力鼓掌、笑聲不斷，整個活動就在一片熱熱鬧鬧的氣氛當中結束。本會在此感謝「金杜律師事務所」給予我們的團員一個表演的平台，希望我們將來可以於更多不同的平台為大眾帶來傷健藝術的精彩演出！
#羅騰祥慈善基金 #金杜律師事務所 King & Wood Mallesons 
#沙說 #ZAMMWong #傷健藝術 #沙畫 #魔術 #視障 #聽障
以捐款支持我們的服務，請到：https://www.inclusive.org.hk/donate
+5
50
50
5次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
19,HKNPIS,"
6月17日
  ·
視障人士插花體驗班
大家有無想過即使看不到，也能憑著想像力製作出精美的花藝作品？本會於6月15日與福慧慈善基金合辦「插花體驗班」，讓六位視障會員一嘗插花的樂趣！
對插花充滿熱誠的Cindy和義工們一朝早便忙碌地運送鮮花到中心，又細心地除去花莖上的刺，並預先準備了半球體的插花作品，讓學員在插花前可以摸索完成品的形態，在腦海中想像該如何逐步去完成作品。⋯⋯ 查看更多
+3
49
49
16次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
20,HKNPIS,"和 Dick Lam 在一起
6月17日
  ·
商業電台雷霆881《自家女皇》訪問本會
父親節快到！今次商業電台訪問了我們的「非常爸爸」東釗。
在"
21,HKNPIS,"工作的東釗是一位非常能幹的職員，也是一位後天失明的爸爸。原來他自小就已經十分渴望將來能有一個兒子，但到他終於如願時，他卻要面對比一般父母更大更多的挑戰。多年來，他父兼母職、一手一腳帶大兒子，到底經歷了哪些我們想像不到的困難？他和兒子的成長點滴又是怎樣？我們希望藉著他的經歷，勉勵天下父母們繼續努力，也祝願爸爸們父親節快樂！⋯⋯ 查看更多
22
22
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
22,HKNPIS,"
6月16日
  ·
很高興和大家分享："
23,HKNPIS,"榮獲紅十字會特別頒發「給血聯盟」的團體獎銅獎！在此我們多謝各位猛龍隊員於過去一年踴躍參與捐血活動！此獎項又一次肯定了我們「平等貢獻，傷健共融」的理念，希望大家繼續努力，為社會作出更多貢獻！
如欲了解更多，歡迎參考以下連結：
頭條日報電子版
https://www5.ha.org.hk/rcbts/news/dac2021⋯⋯ 查看更多
51
51
3個回應
6次分享
讚好
回應
分享
3個回應
最相關
回應……
請按 Enter 鍵發佈。
凱麟
感謝你們身體力行，捐血助人
讚好
 · 回覆 · 7星期
檢視另2則回應"
24,HKNPIS,"榮獲紅十字會特別頒發「給血聯盟」的團體獎銅獎！在此我們多謝各位猛龍隊員於過去一年踴躍參與捐血活動！此獎項又一次肯定了我們「平等貢獻，傷健共融」的理念，希望大家繼續努力，為社會作出更多貢獻！
如欲了解更多，歡迎參考以下連結：
頭條日報電子版
https://www5.ha.org.hk/rcbts/news/dac2021
給血聯盟得獎專頁
https://www5.ha.org.hk/rcbts/news/gba2020
#捐血 #行善最樂 #給血聯盟 #紅十字會
51
51
3個回應
6次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
凱麟
感謝你們身體力行，捐血助人
1
讚好
 · 回覆 · 7星期
檢視另2則回應
"
25,HKNPIS,"
6月16日
  ·
Lockton X HKNPIS 端午包糭共融日
感謝諾德保險經紀有限公司（Lockton）提供導師及食材，與一眾視障朋友和義工講解包糭技巧，開心之餘又可以與家人分享自己努力的成果！
材料包括：糯米、綠豆、豬肉、咸蛋黃、蝦米
#Ricedumpling #端午節 #包糉
Lockton Companies Hong Kong
6月13日
  ·
  ·
A recap on what we did on Tuesday. Making traditional food is fun.
#inclusion
15
15
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
26,HKNPIS,"
6月15日
  ·
【社區探索逍遙遊第三擊 - 暢遊科學園】
平日聽到科學園，大多會聯想到金蛋和海濱。本會於6月11日就與悅聲易團隊合作，帶領一眾視障、聽障會員和義工一同深入遊覽科學園園區！
我們一行19人到達科學園午膳後，就到展覽廳參觀悅聲易團隊最新研發之智能眼鏡，同時於展覽廳內接觸到不少創新科技產品，會員皆感到十分新奇。
其後我們到悅聲易的共享辦公室參觀，原來很多會員都未曾認識「共享辦公室」的概念，他們對裡面的每樣設施也十分感興趣，並積極試用和試玩。
去到高錕會議中心(俗稱：金蛋)，視障朋友們站立於巨型金蛋底下大合照，開心之餘卻又滿腦問號：到底「金蛋」有多大？可以摸摸看嗎？「金蛋」這橢圓形的建築物內竟然有會議室，究竟這建築物是如何建構的？ 聽到視障朋友的這些疑問，我們嘗試逐一解答之餘，亦讓我們反思不少。
最後我們參觀「創新斗室」，好榮幸獲得創新斗室之業務經理帶領我們遊覽各樓層及為我們講解。
整個科學園之旅，讓我們在一日之間接觸到大量創新產品和科技，也讓視障朋友對世界的認知更貼近創科潮流，實在意義非凡。各位尚未參加過逍遙遊系列活動的會員朋友們，一定不要錯過下一次活動啦！
若想支持我們，請透過這連結捐款：https://www.inclusive.org.hk/donate
#社區探索逍遙遊  #創新斗室 #高錕會議中心 #金蛋  #innocell
+6
41
41
2個回應
1 次分享
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Kitty Chan
很好的一次探索之旅
讚好
 · 回覆 · 7星期
作者
"
27,HKNPIS,"
讚好
 · 回覆 · 7星期
"
28,HKNPIS,"
6月10日
  ·
醫護人員為了照顧病患，守在抗疫最前線。TVB新推出的節目《500日後》第四集由節目主持姚子羚訪問領跑員陳諾文(大夫)和猛龍隊！
播出日期：10/06/2021 (Thur)
播出時間：晚上10:30
播放頻道：翡翠台
節目連結：https://programme.tvb.com/variety/after500daysworkingtitle 
#汽球大夫 #猛龍長跑隊 
為方便大家隨時支持，本會現已新增設網上捐款方式，捐款港幣100元以上可申請收據作退稅用途。
捐款請到：https://inclusive.org.hk/donate
41
41
4次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
29,HKNPIS,"
6月10日
  ·
端午節快樂！今晚多謝汪Sir和凌一兄支持，準備了50份禮品包送贈予各視障和聽障會員，更一起體驗幪眼跑， 實踐傷健共融精神！
多謝 #以禮助人協會 的一哥、Victor、#盲人觀星營 主席汪sir、Marva等一眾有心人 
#傷健共融 #猛龍
#以禮助人協會
#"
30,HKNPIS,"
#東區青少年發展協會
#深水埗區青少年發展協會
為方便大家隨時支持，本會現已新增設網上捐款方式，捐款港幣100元以上可申請收據作退稅用途。
捐款請到：https://inclusive.org.hk/donate
+8
36
36
1 個回應
1 次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
莫儉榮
感謝每一位嘅善心人士對猛龍長跑隊的支持和關愛
1
讚好
 · 回覆 · 8星期
"
31,HKNPIS,"
6月9日
  ·
醫護人員為了照顧病患，守在抗疫最前線。TVB新推出的節目《500日後》第四集將由節目主持姚子羚訪問領跑員陳諾文(大夫）和猛龍隊，敬請留意！
播出日期：10/06/2021 (Thur)
播出時間：晚上10:30
播放頻道：翡翠台⋯⋯ 查看更多
PROGRAMME.TVB.COM
programme.tvb.com
19
19
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
32,HKNPIS,"
6月8日
  ·
藝術班畢業啦！
由羅騰祥慈善基金贊助的「傷健綜合藝術團」第二期，不知不覺已經完成了一半課程啦！於剛過去的星期六(6月5日)有3班同學仔畢業，包括首次舉辦的攝影班，以及沙畫初階班和魔術班，每班都有視障、聽障成人參與，再加上來自殘障家庭的子女，以及健全義工，真是十分共融！
看到每一班同學在上課期間都樂也融融、互相幫助，我們和導師都非常欣慰。畢業時，同學表示今次參與課程的經驗讓他們很難忘，因為坊間絕少提供能夠包容不同類別學生的藝術班，而且導師們富有愛心和耐性，令他們可以在輕鬆愉快的氛圍當中享受學習的過程，不用追趕健全人士的進度，也不會令他們有「比不上健全人士」的感受。在課程中，大家都是平等的，每個人都發揮出不一樣的才華，令人敬佩。⋯⋯ 查看更多
+9
39
39
4次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
33,HKNPIS,"
5月31日
  ·
恭賀 St. Paul's College 聖保羅書院 成立170週年， 作為舊生與有榮焉 
祝願學校日後培育更多優秀學生
為香港打造更好的未來
Kim Mok, MH (RSW) ⋯⋯ 查看更多
+2
46
46
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
34,HKNPIS,"
5月31日
  ·
"
35,HKNPIS,"新網頁現已登場！
新網頁融合了細心設計及殘障會員的寶貴意見，並增設輔助功能，希望能帶給大家一個全新的瀏覽體驗！
新網頁特點：⋯⋯ 查看更多
37
37
4次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
36,HKNPIS,"
5月31日
  ·
「親子樂共融 畫出童趣市集」藝術工作坊
5月30日下午，本會 #HKNPIS 獲邀參與由中環街市舉辦的「親子樂共融 畫出童趣市集」藝術工作坊，由「藝全人 #adamartscreation」的兩位展能藝術家教授16組家庭一起利用塑膠顏料，以本港傳統街市的經典美食及蔬菜水果為主題繪製圖畫。
活動相當成功，很多小朋友和家長都是首次向聾人畫家學習畫畫，感受到藝術無界限的威力。看到大家都放下平日的繁瑣事務，專注認真地畫出自己喜歡的香港傳統美食，就連兩位弱視的家長也畫得相當投入，我們也非常高興。這些用心製作的畫作，更有機會成為中環街市的裝飾，大家都很期待呢！⋯⋯ 查看更多
+5
52
52
14次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
37,HKNPIS,"
+2
46
46
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
38,HKNPIS,"
5月31日
  ·
"
39,HKNPIS,"新網頁現已登場！
新網頁融合了細心設計及殘障會員的寶貴意見，並增設輔助功能，希望能帶給大家一個全新的瀏覽體驗！
新網頁特點：
．設計簡約、使用者為本
．新增網上捐款，可以信用卡即時過數，更便利大家捐款
．捐贈者可選擇開設帳戶，方便日後自行查看捐贈紀錄
．新增輔助功能，提供不同字型大小尺寸、三種對比顏色，以及連結底線顯示功能
．義工服務種類介紹及網上招募
．會員網上報名參加活動 (詳情日後向會員公佈)
網頁連結：www.inclusive.org.hk
#"
40,HKNPIS," #殘障會員 #捐贈者 #捐款
37
37
4次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
41,HKNPIS,"
5月31日
  ·
「親子樂共融 畫出童趣市集」藝術工作坊
5月30日下午，本會 #HKNPIS 獲邀參與由中環街市舉辦的「親子樂共融 畫出童趣市集」藝術工作坊，由「藝全人 #adamartscreation」的兩位展能藝術家教授16組家庭一起利用塑膠顏料，以本港傳統街市的經典美食及蔬菜水果為主題繪製圖畫。
活動相當成功，很多小朋友和家長都是首次向聾人畫家學習畫畫，感受到藝術無界限的威力。看到大家都放下平日的繁瑣事務，專注認真地畫出自己喜歡的香港傳統美食，就連兩位弱視的家長也畫得相當投入，我們也非常高興。這些用心製作的畫作，更有機會成為中環街市的裝飾，大家都很期待呢！
場地同時開放予市民參觀，讓不少市民體會到不同類別的殘障人士也富有藝術才華，實在有助推廣傷健共融。"
42,HKNPIS,"十分重視殘障人士及其家庭的藝術發展，設有「傷健綜合藝術團」，希望在不久的將來有機會和大家見面，分享藝術帶來的喜悅！
立即捐款支持"
43,HKNPIS,"：https://www.inclusive.org.hk/donate
+5
52
52
14次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
44,HKNPIS,"
5月28日
  ·
【#障愛化力量： 「#親子樂共融 畫出童趣市集」藝術工作坊】
今個周日，中環街市將舉辦「親子樂共融 畫出童趣市集」藝術工作坊，並夥拍「藝全人 #adamartscreation」的兩位展能藝術家，與「"
45,HKNPIS," #HKNPIS」的16組家庭一起利用塑膠顏料，以本港傳統街市的經典美食及蔬菜水果為主題繪製圖畫，希望為各個家庭打造溫馨親子時光。
是次工作坊將包含「親、動、融」三大元素，中環街市期望透過藉此推廣社會共融精神，以展現「Playground for All」的概念，讓不同背景的市民都能在懷舊的氣氛下感受創作的樂趣。
「親子樂共融 畫出童趣市集」藝術工作坊
日期：5月30日 
時間：下午3:30 - 5:30
━━━━━━━━━━━━━━━━━
香港展能藝術會 #ADAHK
更多 ADAM 藝全人消息 : http://www.adamartscreation.com/
本會動向 http://adahk.org.hk
Instagram: ada_hongkong
YouTube: http://bit.ly/2mftgrg
讓展能藝術家閃耀舞台 ，請支持  : http://bit.ly/2kvKErx
#藝全人 #ADAMarts #香港展能藝術會 #中環街市 #藝術工作坊 #Appletong #Huipuisin #Jackliyf
ADAM 藝全人
5月28日
  ·
【#障愛化力量： 「#親子樂共融 畫出童趣市集」藝術工作坊】
今個周日，中環街市將舉辦「親子樂共融 畫出童趣市集」藝術工作坊，並夥拍「藝全人 #adamartscreation」的兩位展能藝術家，與「"
46,HKNPIS," #HKNPIS」的16組家庭一起利用塑膠顏料，以本港傳統街市的經典美食及蔬菜水果為主題繪製圖畫，希⋯⋯ 查看更多
20
20
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
