,page,raw_data
10,noahsark,"
7月18日 15:12
  · 香港
  ·
之前去挪亞方舟酒店staycation玩得太開心，兩兄妹
成日都問我幾時可以再去
。見到佢哋最近舉行嘅「夏日森動大歷險」，小朋友可以猶如穿梭亞馬遜森林及恐龍基地，仲可以透過一連串的活動等佢哋認識生態環境同增加保育知識，好玩得來又有教育意義，所以呢日就同佢地試玩下呢個活動，一齊來個day trip。
「夏日森動大歷⋯⋯ 查看更多
43
43
2個回應
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Love Amen
Dr
讚好
 · 回覆 · 2星期
你選擇了「最相關」，因此系統可能已過濾掉部分回應。
"
11,noahsark,"
7月17日 23:02
  ·
感謝  鯨魚‧蝦子媽咪親子log 一家人早前嚟到挪亞方舟度假酒店，品嚐最新推出嘅自助晚餐，仲頒咗個 #最佳進步獎 比我哋嘅豐盛閣餐廳，一齊睇睇佢嘅分享吖！
「花膠•龍蝦•海鮮」夏日盛薈自助晚餐：
即日至2021年8月29日 (逢星期五至日)
查詢及預訂：3411 8836 ⋯⋯ 查看更多
+31
鯨魚‧蝦子媽咪親子log
7月8日 22:30
  ·
#海景酒店自助餐 #買3送1 
#親子酒店 #親子好去處
暑假去邊出走好
? 我哋啱啱去左馬灣挪亞方舟又食又玩，鯨魚蝦子放晒電
，超盡興！⋯⋯ 查看更多
51
51
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
12,noahsark,"
7月16日 18:36
  ·
【暑假親子樂提案   夏日森動大歷險】 
想來一趟刺激又好玩嘅親子偽旅行
？呢個暑假，同小朋友齊齊嚟到香港挪亞方舟，參加「夏日森動大歷險」，連串動感體驗等你哋嚟挑戰，仲可以邊玩邊學，了解自然生態、保育及物理等知識，當中活動包括：
 全港首創嘅「室内遙控越野攀爬車」 : 駕駛遙控車，飛越木棧橋，跨過陡峭斜坡及急彎，齊來大顯身手
飛凡小機師訓練營
：控制模擬駕駛器，翱翔天際 ，帶著爸媽飛往亞馬遜森林
恐龍足跡大發現
：大玩互動遊戲，發掘恐龍化石，了解恐龍種類及身體結構 
動物生態大奇觀
 ：由專業導賞員講解各類瀕危動物嘅生態習性
森林民族手織坊
：化身原住民，運用梭織機，親手製作民族風小手藝
唔講咁多喇，立即去片啦！
香港挪亞方舟 - 夏日森動大歷險：
- 2021年7月17日至8月29日 (逢星期六及日)
- 活動期間設有「買2送1」入場門票優惠
- 每位門票持有人可獲贈10張遊戲券，適用於參加部份活動
- 部份活動於指定日子開放/及另需收費/及需符合特定參加條件
- 以上圖片只供參考，以現場安排為準 
 查詢熱線：3411 8888
 活動詳情：https://bit.ly/35WXm6y 
#挪亞方舟 #夏日森動大歷險 #馬灣 #暑假活動 #暑假好去處 #親子好去處 #買2送1 #summer2021
繼續播放影片
瞭解詳情
noahsark.com.hk
NOAHSARK.COM.HK
挪亞方舟-夏日森動大歷險
瞭解詳情
122
122
15個回應
24次分享
讚好
回應
分享
15個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Kay Xie
A套餐同b套餐有咩唔同
讚好
 · 回覆 · 3星期
作者
"
13,noahsark,"
Kay Xie
謝謝你的查詢！
優惠套票A: ⋯⋯ 查看更多
1
讚好
 · 回覆 · 3星期
檢視另7則回應
"
14,noahsark,"
7月11日 12:13
  ·
【暑假放電提案
 夏日森動大歷險】 
悠長暑假即將展開
，各位爸爸媽媽諗好帶小朋友去邊度放電未呢
？嚟到香港挪亞方舟參加「夏日森動大歷險」，大人小朋友都可以大玩特玩，展開森林奇遇之旅
！ 
既可變身小機師，控制模擬駕駛器，衝上雲霄，猶如飛往亞馬遜熱帶雨林
！著陸後，大家亦可體驗全港首創嘅「室内遙控越野攀爬車」
，飛越令人驚心動魄嘅木棧橋，穿梭陡峭斜坡及急彎！仲有挑戰你膽量嘅「空中奇遇索道」，發掘自我潛能
！ 
體驗刺激嘅挑戰後，亦可參加「森林民族手織坊」，利用編織機同工具製作民族風手藝品；到「動物生態大奇觀」
，了解各類瀕危動物嘅生態習性；再闖入恐龍基地
大玩互動遊戲認識恐龍嘅類型及身體結構！記得參加埋「萌趣動物騎騎樂」
開心暢遊綠蔭小路！ 
活動期間仲有「買2送1」入場門票優惠，大家記得把握機會喇！ 
香港挪亞方舟 - 夏日森動大歷險：
- 2021年7月17日至8月29日 (逢星期六及日)
- 活動期間設有「買2送1」入場門票優惠
- 每位門票持有人可獲贈10張遊戲券，適用於參加部份活動
- 部份活動於指定日子開放/及另需收費/及需符合特定參加條件
- 以上圖片只供參考，以現場安排為準 
查詢熱線：3411 8888
活動詳情：https://bit.ly/35WXm6y 
#挪亞方舟 #夏日森動大歷險 #馬灣 #暑假活動 #暑假好去處 #親子好去處 #買2送1 #summer2021
"
15,noahsark,"
公園
瞭解詳情
179
179
44個回應
44次分享
讚好
回應
分享
44個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Herman Yuen
活動只在星期六日開放？
讚好
 · 回覆 · 3星期
作者
"
16,noahsark,"
Herman Yuen
謝謝你的查詢！
「夏日森動大歷險」由7月17日至8月29日之星期六及日舉行，詳情可瀏覽:⋯⋯ 查看更多
NOAHSARK.COM.HK
夏日森動大歷險
夏日森動大歷險
讚好
 · 回覆 · 3星期
檢視另15則回應
"
17,noahsark,"
7月6日
  ·
謝謝美食家兼資深傳媒人 跟住爸爸食買玩 譚偉健 Following Baba Tam  早前嚟到挪亞方舟度假酒店，享用Staycation 當中嘅自助晚餐，一齊睇睇佢嘅分享吖！
「花膠•龍蝦•海鮮」夏日盛薈自助晚餐詳情: https://bit.ly/3hyNPIk 
歡聚慶祝住宿計劃詳情: https://bit.ly/3qNFUet
+8
跟住爸爸食買玩 譚偉健 Following Baba Tam 覺得好爽；喺"
18,noahsark," 。
7月1日
  · 香港
  ·
【跟住爸爸去放假】靚橋景 花膠龍蝦海鮮暴飛
之前未食過
又冇聽過人講
不過的確係唔錯⋯⋯ 查看更多
32
32
1 個回應
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Betty Kit Ching Lam
It looks great, blessings!
讚好
 · 回覆 · 4星期
"
19,noahsark,"
7月2日
  ·
【#闖入侏羅紀 帶小朋友探索恐龍世界】
每個小朋友都有個「恐龍夢」？睇過電影，都一定會俾各種史前動物所震懾！暴龍、大椎龍及三角龍等，一隻隻威猛嘅恐龍，呢家化成公仔同佈置裝飾，配合以叢林特色
打造嘅酒店客房，讓你同小朋友盡情探索侏羅紀之境，製造難忘嘅 staycation 回憶！
住宿套票除包括早晚兩餐，更可親手製作啤啤熊公仔；需要放電嘅話，亦可帶小朋友參加「
🚴‍
童趣飛馳樂」，等佢地一展身手，盡情抒發！想有個咁驚喜嘅旅程，就要快啲預訂喇！
「恐⋯⋯ 查看更多
"
20,noahsark,"
公園
瞭解詳情
235
235
379個回應
82次分享
讚好
回應
分享
379個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Queenie Choi
How much thanks
讚好
 · 回覆 · 4星期
作者
"
21,noahsark,"
Queenie Choi
Thank you for your enquiry.
The staycation package rate is subject to check-in date and the number of guests. ⋯⋯ 查看更多
NOAHSARKHOTEL.COM.HK
Offical Website | Noah's Ark Hotel & Resort
Offical Website | Noah's Ark Hotel & Resort
讚好
 · 回覆 · 3星期
查看更多回應
顯示全部207個回應中的1個
"
22,noahsark,"
6月30日
  ·
【#寰宇菓漾遊 細嚐海景下午茶】
想感受夏日閒情，除咗陽光與海灘之外
，亦不妨同摯友伴侶品嚐一趟菓漾盛宴！
挪亞方舟度假酒店嘅臨海餐廳，特別以多款夏日鮮果，糅合世界各地風味，巧製成「寰宇菓漾遊」海景下午茶，帶來一道道精品美點。當中包括
香芒熱情果煙三文魚卷、泰式辣蝦沙律配燒菠蘿、 彩虹啫喱杯
、 杏仁青蘋果、士多啤梨日式芝士餅等，啱晒一眾果控，齊來以味蕾漫遊世界！
依⋯⋯ 查看更多
"
23,noahsark,"
公園
瞭解詳情
173
173
13個回應
12次分享
讚好
回應
分享
13個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Kwan So
How much
讚好
 · 回覆 · 4星期
作者
"
24,noahsark,"
Kwan So
Thank you for your enquiry.
The price of tea set is $468 for 2 guests.⋯⋯ 查看更多
NOAHSARKHOTEL.COM.HK
Offical Website | Noah's Ark Hotel & Resort
Offical Website | Noah's Ark Hotel & Resort
讚好
 · 回覆 · 4星期
檢視另4則回應"
25,noahsark,"
YuWhisky Man
謝謝你的查詢！
詳情將稍後公布。
讚好
 · 回覆 · 5星期
你選擇了「最相關」，因此系統可能已過濾掉部分回應。
"
26,noahsark,"
6月25日
  ·
【打卡熱選  少女夢幻系Staycation 】
鍾意可愛嘅粉色系抑或治癒系風格？挪亞方舟度假酒店嘅「
糖果派對」及「
啤啤熊英倫遊」，讓你同家人或閨蜜摯友，帶來甜絲絲嘅staycation體驗，最啱一齊影相打卡，締造更多開心回憶
！
住宿套票包括：
1晚所選主題之特級豪華客房住宿 (適合2至4人)
免費於豐盛閣餐廳享用四道菜豐盛晚餐或自助晚餐(視乎入住日子)
免費享用早餐
免費參加啤啤熊之友製作室
免費參加「童趣飛馳樂」活動 (兩節共20分鐘)
免費享用酒店大堂遊戲設施2小時
免費借用桌上遊戲
*每間客房均設有獨立空調系統，並獲HKQAA衛生抗疫措施認證
*以上圖片只供參考，以現場安排為準
*優惠受條款及細節約束
優惠期：即日至8月31日入住
查詢及預訂：請致電3411 8823 或電郵至reservations@noahsark.com.hk
詳情：https://bit.ly/35EhB94 
#挪亞方舟 #挪亞方舟度假酒店 #家庭樂繽紛主題客房 #啤啤熊英倫遊 #糖果派對 #啤啤熊之友製作室 #童趣飛騁樂 #noahsarkhk #noahsarkhotelandresort #Family #HongKongStaycation #MaWan #HKTravel #exploreHongKong #discoverHongKong
"
27,noahsark,"
公園
瞭解詳情
124
124
118個回應
28次分享
讚好
回應
分享
118個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Kathy Yau
Pm
讚好
 · 回覆 · 5星期
作者
"
28,noahsark,"
Kathy Yau
謝謝你的查詢！
住宿套票價目隨入住日子及入住人數而不同，請瀏覽詳情：⋯⋯ 查看更多
NOAHSARKHOTEL.COM.HK
Offical Website | Noah's Ark Hotel & Resort
Offical Website | Noah's Ark Hotel & Resort
讚好
 · 回覆 · 5星期
查看更多回應
顯示全部64個回應中的1個
"
29,noahsark,"
6月22日
  ·
【3日2夜玩盡馬灣 奇趣小島深度遊】 
想盡情投入盛夏假期，慢慢探索馬灣呢個奇趣小島
 ？不妨睇睇挪亞方舟度假酒店最新推出嘅3日2夜度假套票，滿足動靜皆宜嘅你！
既可踏單車閒遊小島嘅綠意美景及歷史遺蹟
，亦可參加啤啤熊製作室 ，更可以超優惠價購買主題公園兩日通門票，當然唔少得喺青馬大橋美景相伴下
，品嚐豐富早、晚餐啦！小朋友亦可獲得尋寶手冊去探索馬灣人氣景點
 ，贏取精美禮品呢！
「奇趣夏日小島遊 3 日 2 夜度假套票」 包括： 
 2 晚所選客房類型住宿
 於豐盛閣餐廳享用早餐及豐盛晚餐
 免費單車租借 3小時 
 免費參加啤啤熊之友製作室 
 免費借用桌上遊戲及雙筒望遠鏡 
 兒童住客可獲發尋寶手冊探索馬灣大自然及文化寶藏，贏取禮品
以超優惠價購買香港挪亞方舟主題公園 2 天入場門票 
優惠期：即日至 2021 年 8 月 31 日
預訂及查詢：(852) 3411 8823 及 reservations@noahsark.com.hk
詳情：https://bit.ly/3yRXd1D 
*以上圖片只作參考，以現場安排為準。
*各客房獲得 HKQAA 衛生抗疫措施認證，兼備獨立空調系統
*優惠受條款及細節約束 
#馬灣單車環島遊 #深度遊 #馬灣秘境 #馬灣 #挪亞方舟度假酒店 #豐盛閣餐廳 #staycationhk #mawan #NoahsArkHotelandResort #HarvestRestaurant
37
37
6個回應
3次分享
讚好
回應
分享
6個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Shirley Luk
打電話永遠冇人聽
讚好
 · 回覆 · 6星期
作者
"
30,noahsark,"
Shirley Luk
謝謝你的查詢！
由於線路較為繁忙，可考慮電郵至reservations@noahsark.com.hk 查詢進一步資料。
讚好
 · 回覆 · 6星期
檢視另2則回應
"
31,noahsark,"
6月20日
  ·
平時覺得難以啟齒嘅說話，就趁著今日講吧！Daddy I love you! 
願所有父親身體健康
，一家人開開心心
 #父親節快樂  #挪亞方舟
31
31
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
32,noahsark,"
6月16日
  ·
【馬灣有咩玩
?】 
入到嚟馬灣，除咗可以遊覽挪亞方舟同大自然公園
，仲有好多打卡位
及秘景等你慢慢發掘㗎
 暑假就到，一於約埋家人同朋友仔，嚟探索呢個奇趣小島啦
！ 
更多詳⋯⋯ 查看更多
53
53
3個回應
10次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Fernandez Ave
how to go
讚好
 · 回覆 · 6星期
作者
"
33,noahsark,"
Ave Paopao Fernandez
Thank you for your enquiry. Here a picture showing some spots in Ma Wa. Please feel free to find our more info via the internet.
讚好
 · 回覆 · 6星期
查看另 1 則回應
"
34,noahsark,"
6月15日
  ·
【#父親節1日遊提案】
嚟緊父親節，仲未諗到點同Daddy慶祝
？不如參考吓香港挪亞方舟嘅1日遊提案，感受慢活閒情，讓家人輕鬆吓，一齊睇睇以下嘅ideas啦！
 享用挪亞方舟門票買2送1優惠，讓你同家人大玩特玩！⋯⋯ 查看更多
"
35,noahsark,"
公園
瞭解詳情
125
125
7個回應
5次分享
讚好
回應
分享
7個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Npy Ng
想知道如果兩大兩小應該點買套票
讚好
 · 回覆 · 7星期
作者
"
36,noahsark,"
Npy Ng
謝謝你的查詢！
可考慮購買2張成人門票以免費獲贈一張小童門票，另外購買一張小童門票。
讚好
 · 回覆 · 7星期
檢視另2則回應"
37,noahsark,"
公園
瞭解詳情
71
71
16個回應
4次分享
讚好
回應
分享
16個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Jan San
The link to buy tickets doesn’t work
讚好
 · 回覆 · 8星期
你選擇了「最相關」，因此系統可能已剔除部分回覆。
作者
"
38,noahsark,"
Jan San
Thank you for your enquiry.
For advanced purchase of ticket, please visit:⋯⋯ 查看更多
ETICKET.NOAHSARK.COM.HK
Noah's Ark Ticketing System
Noah's Ark Ticketing System
讚好
 · 回覆 · 8星期
檢視另 1 則回覆
檢視另6則回應
"
39,noahsark,"
6月4日
  ·
【 暑假體驗營  成就機械小達人】
就快到暑假咯
！除咗帶囝囝囡囡去吃喝玩樂放吓電，當然要安排益智又爆趣嘅夏令營俾小朋友
👧‍👦
參加，來個別具意義嘅假期啦！
今年「挪亞學堂」推出多個夏令體驗營，其中嘅「#機械達人大挑戰」，讓參加者透過繽紛嘅機械組件及趣味數學計算，砌出林林總總嘅機械小玩意，仲可以製作足球機械人，一齊大比拼
！從而啟迪STREAM （Science 科學、Technology 科技、Robotics 機械、Engineering 工程、Art 藝術、Math 數學）各範圍及生活智慧！
呢個體驗營更由香港科技大學電子及計算機工程學系工程教育副教授胡錦添博士親自教導，參加名額有限，要把握機會報名喇！
「機械達人大挑戰」體驗營詳情：
https://bit.ly/3vQ49dL 
*授課語言為廣東話
*以上圖片只作參考，以現場安排為準
*活動受條款及細節約束
#挪亞方舟 #機械人 #夏令營 #體驗營 #暑期活動 #STREAM
"
40,noahsark,"
公園
瞭解詳情
42
42
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
41,noahsark,"
6月2日
  ·
【#盛夏親子樂 為家人製造滿Fun假期】
今年想一家人出國旅行依然遙遙無期，倒不如悉心安排一個滿Fun嘅staycation，等大朋友同小朋友都可以趁暑假散吓心啦！
 挪亞方舟度假酒店準備多個創意主題客房，同大家擁抱盛夏！熱帶森系camping風嘅「
叢林動物派對」、充滿可愛啤啤熊而帶英倫風嘅「
啤啤熊英倫遊」、車迷必愛嘅「
消防小英雄」同埋銀河系嘅「
宇宙漫遊記」，總有一款啱你家人
酒店住宿套票除咗包括早餐同豐富晚餐外，仲可以免費參加「啤啤熊之友製作室」以及「童趣飛騁樂」，同小朋友享受手作體驗，仲可以俾佢哋踩車車
放吓電，玩盡夏日！
家庭樂繽紛主題客房住宿套票內容包括：
一晚酒店所選主題之特級豪華客房 (適合3至4人)
免費參加啤啤熊之友製作室
童趣飛騁樂 (兩節共20分鐘)
免費享用早餐
免費享用豐盛晚餐/自助晚餐 
免費享用酒店大堂遊戲設施2小時及借用桌上遊戲
優惠期：即日至2021年8月31日入住
查詢及預訂：(852) 3411 8823 或reservations@noahsark.com.hk 
詳情：https://bit.ly/3uCyr2a 
*各客房獲得HKQAA衛生抗疫措施認證，兼備獨立空調系統
*晚餐方式視乎入住日子
*以上圖片只作參考，以現場安排為準
*優惠受條款及細節約束
#挪亞方舟 #挪亞方舟度假酒店 #豐盛閣餐廳 #家庭樂繽紛主題客房 #啤啤熊之友工作室 #童趣飛騁樂 #Noahsarkhk #Family #Staycation
"
42,noahsark,"
公園
瞭解詳情
125
125
33個回應
26次分享
讚好
回應
分享
33個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Che Cherry Lam
已訂了，期待
2
讚好
 · 回覆 · 9星期
1個回覆
檢視另11則回應
"
43,noahsark,"
5月28日
  ·
【暑假放電推介 太陽村莊悠遊小島行】
鍾意大自然
嘅你，想同屋企人及好朋友一齊擁抱夏日陽光
，發揮好動因子，來個別樹一格嘅Staycation
？
喺馬灣嘅 #太陽村莊 Solar Villas，推出 「悠遊小島行住宿套票」，既可以讓小朋友喺挪亞方舟激玩「童趣飛馳樂」，盡情放電！大朋友亦可以輕輕鬆鬆踏著單車 ，穿梭馬灣小島嘅綠樹林蔭 
享受慢活時光，仲可到毗鄰嘅海灘
及大嶺頭小竹林感受夏日閒情！又可以舒舒服服喺隱世小村莊裡，在鳥語蟲鳴相伴下住番晚，好好放空，來一趟綠意假期！
「悠遊小島行住宿套票」包括：
  1晚太陽村莊所選客房住宿
  免費於挪亞方舟豐盛閣餐廳享用早餐 
  免費玩「童趣飛馳樂」
  環島單車樂租用3小時 
  免費借用雙筒望遠鏡及房內桌上遊戲
優惠期： 2021年6月至8月
預訂及查詢：(852) 8201 1122 及reservations@solarvillas.com.hk
詳情：https://bit.ly/3yLnYV9 
*「童趣飛馳樂」備有兒童單車、三輪車及小型高卡車以適合不同年齡組別
*各客房備獨立空調系統
*以上圖片只作參考，以現場安排為準
*優惠受條款及細節約束
#太陽村莊 #馬灣 #豐盛閣餐廳 #親子好去處 #暑假家庭樂 #踩單車 #親子活動 #放假好去處 #馬灣單車環島遊  #SolarVillas #Mawan #staycationhk
"
44,noahsark,"
公園
瞭解詳情
130
130
40個回應
21次分享
讚好
回應
分享
40個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Jackie So WT
請問1大2小幾錢？
讚好
 · 回覆 · 9星期
作者
"
45,noahsark,"
Jackie So WT
謝謝你的查詢！
有關太陽村莊的 「悠遊小島行住宿套票」，如3至4人入住當中的温馨家庭房，套票價目相同。詳情可瀏覽:⋯⋯ 查看更多
SOLARVILLAS.COM.HK
Offical Website | Solar Villas
Offical Website | Solar Villas
讚好
 · 回覆 · 9星期
檢視另14則回應
"
46,noahsark,"
5月26日
  ·
大家今晚有冇睇到「月全食」呢？頭先喺馬灣嘅東灣泳灘，都欣賞到呢個天文現象㗎，一齊落足眼力大搜尋啦
！
#月全食  #超級月亮  #天文現象
96
96
3個回應
1 次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Minnie Lee
讚好
 · 回覆 · 10星期
查看另 1 則回應
"
47,noahsark,"
5月26日
  ·
【夏日盛薈海鮮自助晚餐 #買3送1優惠】
#海鮮控大召集
！今個夏天，花膠、波士頓龍蝦、鱈蟹腳、清蒸石班等琳瑯滿目嘅海鮮佳餚，起勢登陸挪亞方舟度假酒店，雲集成滋味滿分嘅夏日盛薈自助晚餐，讓你與家人摯友任意品嚐！
必食推介有「鮮茄魚湯花膠海鮮脆米泡飯」滋補養顏而啖啖脆滑！亦唔少得各類新鮮刺身、壽司
及其他精選熱葷如燒美國有骨肉眼、燒羊架配黑蒜露絲瑪利汁及香煎鴨肝多士等，加上各式精緻甜品與Mövenpick 雪糕，味蕾大滿足
！
一⋯⋯ 查看更多
"
48,noahsark,"
公園
瞭解詳情
304
304
26個回應
48次分享
讚好
回應
分享
26個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
陈海洋
唔知點去
讚好
 · 回覆 · 10星期
作者
"
49,noahsark,"
陈海洋
你好！謝謝你的查詢！
歡迎使用各式公共交通工具來馬灣，詳情可瀏覽：⋯⋯ 查看更多
NOAHSARK.COM.HK
計劃旅程 - 交通安排
計劃旅程 - 交通安排
讚好
 · 回覆 · 10星期
2個回覆
你選擇了「最相關」，因此系統可能已剔除部分回覆。
檢視另7則回應"
50,noahsark,"
公園
瞭解詳情
91
91
14個回應
7次分享
讚好
回應
分享
14個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Ingrid Suen
6月2627 有二人房嗎？謝謝
讚好
 · 回覆 · 9星期
作者
"
